Date,PRME,INDU,CONS,ENRS,HLTH,INFT,UTIL,TELS,FINA,EE,RETA,SP500,LL100
12/9/2019,204.54,678.85,640.88,436.83,1151.2,1529.38,317.56,178.96,855.08,1949.23,5623.76,3135.959961,2249.96
12/10/2019,206.77,677.67,638.63,437.49,1152.89,1529.43,317.43,178.32,855.07,1948.97,5620.97,3132.52002,2252.52
12/11/2019,212.24,682.25,639.6,436.81,1154.8,1540.24,318.48,178.86,853.38,1965.35,5583.6,3141.629883,2254.35
12/12/2019,211.51,688.12,639.1,445.4,1165,1556.93,316.92,178.85,870.52,2009.77,5684.69,3168.570068,2258.66
12/13/2019,213.05,686.22,641.18,441.35,1163.7,1566.91,319.58,178.27,866.51,2005.61,5574.15,3168.800049,2260.22
12/14/2019,,,,,,,,,,,,,2260.53
12/15/2019,,,,,,,,,,,,,2260.85
12/16/2019,210.54,686,643.49,447.64,1176.3,1580.49,323.71,180.12,869.99,2015.88,5570.96,3191.449951,2264.67
12/17/2019,208.98,685.49,643.01,447.47,1175.27,1577.8,324.48,180.14,874.28,2021.16,5636.9,3192.52002,2265.97
12/18/2019,211.77,682.08,640.66,448.83,1176.7,1576.83,325.89,180.67,870.15,2025.26,5692.93,3191.139893,2268.26
12/19/2019,211.47,684.03,644.75,448.55,1181.27,1588.02,325.71,182.1,870.49,2029.13,5723.1,3205.370117,2269.68
12/20/2019,208.32,687.99,648.97,452.48,1190.45,1597.04,328.25,182.8,870.99,2027.28,5731.4,3221.219971,2270.17
12/21/2019,,,,,,,,,,,,,2270.48
12/22/2019,,,,,,,,,,,,,2270.79
12/23/2019,215.21,692.34,646.79,457.28,1194.33,1601.86,325.02,182.18,869.47,2041.7,5708.74,3224.01001,2271.08
12/24/2019,221.71,689.99,646.51,457.06,1193.14,1602.48,325.36,181.94,870.34,2035.2,5737,3223.379883,2270.82
12/25/2019,,,,,,,,,,,,,2271.13
12/26/2019,224.14,691.59,647.39,457.11,1191.73,1614.34,325.96,183.42,875.35,2046.6,5779.83,3239.909912,2271.31
12/27/2019,222.69,691.34,649.97,454.96,1192.49,1614.7,326.82,183.16,874.15,2034.34,5803.47,3240.02002,2271.7
12/28/2019,,,,,,,,,,,,,2272.01
12/29/2019,,,,,,,,,,,,,2272.33
12/30/2019,226.93,687.4,646.58,453.39,1184.66,1605.15,326.67,181.28,870.98,2028.59,5758.44,3221.290039,2272.92
12/31/2019,226.14,687.6,646.97,456.46,1188.2,1611.17,328.36,181.64,873.59,2035.31,5772.79,3230.780029,2273.18
1/1/2020,,,,,,,,,,,,,2273.49
1/2/2020,225.42,700.05,641.67,460.34,1190.45,1639.12,323.82,184.03,881.89,2069.51,5725.27,3257.850098,2274.92
1/3/2020,224.21,699.23,640.55,458.77,1180.33,1621.68,324.18,183.01,872.89,2043.38,5686.64,3234.850098,2276.02
1/4/2020,,,,,,,,,,,,,2276.33
1/5/2020,,,,,,,,,,,,,2276.65
1/6/2020,223.95,699.04,642.07,462.34,1187.27,1626.38,324.98,185.24,872.39,2037.64,5703.65,3246.280029,2278.3
1/7/2020,225.42,698.18,637.39,461.39,1184.41,1624.59,324.34,185.17,866.92,2052.48,5687.58,3237.179932,2280.95
1/8/2020,216.4,699.78,640.26,453.36,1192.03,1641.38,324.33,186.44,871.6,2074.25,5690.01,3253.050049,2282.2
1/9/2020,214.42,702.98,644.96,456.79,1197.64,1659.95,326.03,186.92,878.33,2089.19,5671.19,3274.699951,2283.39
1/10/2020,217.67,697.97,644.13,453.87,1198.13,1656.82,326.82,186.63,871.47,2073.12,5650.11,3265.350098,2283.87
1/11/2020,,,,,,,,,,,,,2284.18
1/12/2020,,,,,,,,,,,,,2284.49
1/13/2020,213.24,704.16,648.53,454.25,1193.9,1679.09,328.97,188.08,877.81,2106.23,5689.42,3288.129883,2285.27
1/14/2020,215.87,704.15,648.68,454.26,1200.43,1669.08,329.88,187.52,875.71,2104.86,5719.19,3283.149902,2286.13
1/15/2020,220.36,704.75,652.87,451.21,1210.62,1670.26,334.52,188.15,870.9,2092.98,5681.46,3289.290039,2286.8
1/16/2020,220.03,711.84,654.89,451.74,1216.96,1693.66,336.55,189.4,877.75,2126.03,5763.72,3316.810059,2286.78
1/17/2020,218.79,711.83,656.56,448.77,1217.69,1705.75,339.11,191.1,881.53,2119.73,5755.79,3329.620117,2286.38
1/18/2020,,,,,,,,,,,,,2286.7
1/19/2020,,,,,,,,,,,,,2287.01
1/20/2020,,,,,,,,,,,,,2287.33
1/21/2020,222.69,704.1,658.8,440.32,1218.2,1704.33,341.95,191.01,873.92,2097.89,5720.13,3320.790039,2286.98
1/22/2020,222.18,700.02,659.44,436.39,1219.64,1710.58,342.96,191.12,876.24,2101.22,5699.19,3321.75,2286.42
1/23/2020,221.81,707.9,657.7,434.81,1213.6,1718.85,346.11,190.47,874.19,2109.96,5700.94,3325.540039,2285.69
1/24/2020,226.14,704.53,653.43,429.71,1193.25,1711.11,347.25,188.48,862.35,2084.49,5626.52,3295.469971,2285.35
1/25/2020,,,,,,,,,,,,,2285.66
1/26/2020,,,,,,,,,,,,,2285.98
1/27/2020,224.38,691.38,651.35,417.87,1184.21,1670.68,346.2,185.29,849.09,2031.67,5574.46,3243.629883,2281.15
1/28/2020,219.25,695.72,652.12,419.59,1189.86,1701.97,347.48,187.48,858.79,2051.59,5608.25,3276.23999,2279.98
1/29/2020,223.37,699.57,648.73,415.12,1186.54,1705.61,348.53,186.67,857.43,2027.52,5593.44,3273.399902,2280.5
1/30/2020,224.4,700.16,655.54,418.79,1177.34,1720.68,351.64,185.19,868.28,2019.09,5561.12,3283.659912,2279.58
1/31/2020,225.7,684.12,648.25,405.45,1153.96,1673.91,350.08,182.84,851.04,1968.75,5399.78,3225.52002,2278.18
2/1/2020,,,,,,,,,,,,,2278.49
2/2/2020,,,,,,,,,,,,,2278.8
2/3/2020,223.48,683.84,648.19,400.02,1164.64,1695.99,351.22,185.16,856.2,1986.99,5458.27,3248.919922,2276.39
2/4/2020,219.5,696.42,651.73,400.81,1184.41,1740.06,347.61,186.46,865.08,2039.05,5500.29,3297.590088,2276.63
2/5/2020,219.11,707.99,656.67,415.97,1207.71,1750.55,349.07,186.55,882.12,2049.8,5624.71,3334.689941,2276.51
2/6/2020,221.31,710.17,658.84,411.64,1209.05,1766,348.98,188.68,881.17,2049.65,5587.23,3345.780029,2276.35
2/7/2020,217.6,705.2,660.01,408.55,1199.27,1748.74,347.89,188.88,878.06,2010.39,5504.46,3327.709961,2274.7
2/8/2020,,,,,,,,,,,,,2275
2/9/2020,,,,,,,,,,,,,2275.3
2/10/2020,220.74,709.17,662.48,405.24,1205.41,1772.36,349.06,190.46,879.89,2025.36,5522.07,3352.090088,2274.98
2/11/2020,220.6,711.68,660.09,409.47,1212.83,1766.25,350.39,189.29,883.44,2037.23,5566.72,3357.75,2275.82
2/12/2020,218.29,718.21,659.83,415.03,1214.51,1785.01,350.46,191.03,884.14,2071.03,5657.03,3379.449951,2277.47
2/13/2020,221.01,713.22,663.48,413.15,1207.93,1779.68,354.04,191.31,883.99,2050.57,5637.53,3373.939941,2277.52
2/14/2020,220.72,712.8,665.35,409.82,1209.53,1788.47,356.33,191.5,884.78,2037.97,5622.62,3380.159912,2278.25
2/15/2020,,,,,,,,,,,,,2278.55
2/16/2020,,,,,,,,,,,,,2278.85
2/17/2020,,,,,,,,,,,,,2279.16
2/18/2020,229.27,708.8,662.61,406.42,1205.08,1782.23,359.13,192.26,876.98,2011.56,5647.45,3370.290039,2279.2
2/19/2020,233.29,708.42,662.06,411.79,1210.55,1801.61,355.2,192.97,883.47,2030.1,5660.28,3386.149902,2279.36
2/20/2020,233.39,707.25,662.73,411.11,1203.03,1783.42,356.32,191.8,882.34,2034.64,5783.02,3373.22998,2280.41
2/21/2020,240.71,704.12,664.57,405.93,1203.41,1743.28,355.67,189.12,873.78,1992.62,5742.65,3337.75,2280.21
2/22/2020,,,,,,,,,,,,,2280.51
2/23/2020,,,,,,,,,,,,,2280.81
2/24/2020,243.36,683.15,648.06,386.7,1164.14,1670.32,351.54,182.85,845.2,1916.73,5536.74,3225.889893,2274.72
2/25/2020,235.68,655.63,636.73,369.92,1129.79,1617.18,343.93,178.45,816.46,1866.9,5351.76,3128.209961,2272.84
2/26/2020,235.34,650.42,633.63,358.94,1128.63,1623.63,340.61,178.08,810.95,1853.02,5227.33,3116.389893,2265.06
2/27/2020,220.26,625.79,607.86,339.3,1091.03,1537.12,324.63,170.87,775.51,1772.68,5082.85,2978.76001,2251.96
2/28/2020,208.32,618.39,595.21,343.53,1075.66,1549.24,313.85,171.25,755.83,1761.77,5051.58,2954.219971,2233.66
2/29/2020,,,,,,,,,,,,,2233.96
3/1/2020,,,,,,,,,,,,,2234.27
3/2/2020,216.01,635.4,627.84,353.68,1127.57,1637.61,332.25,177.39,792.68,1822.61,5127.13,3090.22998,2230.73
3/3/2020,226.21,619.97,619.62,342.64,1098.88,1575.48,328.38,171.49,763.1,1774.55,5018.14,3003.370117,2239.41
3/4/2020,229.11,645.95,650.13,350.25,1162.75,1642.98,347.07,177.63,788.3,1826.15,5151.1,3130.120117,2242.81
3/5/2020,234.68,613.91,637.18,337.59,1134.9,1590.23,341.41,171.06,750.26,1761.61,4960.22,3023.939941,2232.17
3/6/2020,232.97,608.4,632.29,318.64,1129.02,1557.93,338.78,168.93,725.57,1737.27,4906.39,2972.370117,2210.47
3/7/2020,,,,,,,,,,,,,2210.77
3/8/2020,,,,,,,,,,,,,2211.08
3/9/2020,214.68,552.41,604.41,254.65,1070.44,1440.2,319.67,158.44,646.52,1581.51,4638.61,2746.560059,2148.34
3/10/2020,215.7,581.23,622.09,267.37,1107.57,1535.19,322.9,165.62,685.59,1655.08,4723.4,2882.22998,2165.22
3/11/2020,200.82,546.68,591.64,252.77,1064.27,1463,306.44,158.45,647.74,1558.92,4382,2741.379883,2143.04
3/12/2020,181.68,490.22,537,221.69,985.4,1319.1,275.2,144.33,578.04,1389.44,3846.6,2480.639893,2071.29
3/13/2020,163.79,528.6,582.16,241.29,1053.92,1476.91,290.48,157.61,654.63,1505.58,4110.26,2711.02002,2081.86
3/14/2020,,,,,,,,,,,,,2082.16
3/15/2020,,,,,,,,,,,,,2082.46
3/16/2020,176.02,468.1,541.45,208.41,948.61,1271.4,256.95,141.15,563.09,1311.53,3600.13,2386.129883,2005.42
3/17/2020,196.25,487.75,586.9,209.92,1007.95,1357.53,290.64,146.78,595.63,1388.1,3777.26,2529.189941,1977.84
3/18/2020,172.91,452.86,568.91,179.94,973.71,1295.22,277.16,142.65,542.94,1276.86,3494.39,2398.100098,1878.63
3/19/2020,175.14,454.35,552.37,192.08,955.54,1309.57,262,145.02,555.25,1329.74,3665.49,2409.389893,1802.84
3/20/2020,,431.44,516.28,193.93,916.59,1251.66,240.57,138.3,537.1,1275.94,3498.69,2304.919922,1826.43
3/21/2020,,,,,,,,,,,,,1826.73
3/22/2020,,,,,,,,,,,,,1827.02
3/23/2020,,412.06,500.95,181.03,870.99,1239.39,227.75,137.76,504.29,1277.74,3404.02,2237.399902,1766.72
3/24/2020,,464.6,525.19,210.56,937.08,1367.1,252.66,145.77,568.6,1402.51,3748.16,2447.330078,1795.47
3/25/2020,,489.2,524.29,220.02,948.94,1363.26,259.84,143.46,583.7,1424.42,3808.7,2475.560059,1878.96
3/26/2020,,,,,,,,,621.22,1529.98,3932.57,2630.070068,1980.48
3/27/2020,,,,,,,,,600.67,1447.69,3779.93,2541.469971,1971.92
3/28/2020,,,,,,,,,,,,,1972.21
3/29/2020,,,,,,,,,,,,,1972.5
3/30/2020,,,,,,,,,613.01,1488.79,3781.61,2626.649902,2000.86
3/31/2020,,,,,,,,,594.72,1471.18,3750.99,2584.590088,2048.59
4/1/2020,,,,,,,,,559.23,1382.41,3532.73,2470.5,2027.33
4/2/2020,,,,,,,,,573.1,1397.7,3485.32,2526.899902,2029.05
4/3/2020,,,,,,,,,561.02,1356.25,3429.44,2488.649902,2031.92
4/4/2020,,,,,,,,,,,,,2032.19
4/5/2020,,,,,,,,,,,,,2032.47
4/6/2020,,,,,,,,,602.88,1473.14,3806.2,2663.679932,2050.07
4/7/2020,,,,,,,,,608.61,1475.25,3902.8,2659.409912,2071.52
4/8/2020,,,,,,,,,635.39,1528.74,4082.15,2749.97998,2088.83
4/9/2020,,,,,,,,,668.39,1559.47,4229.68,2789.820068,2119.13
4/10/2020,,,,,,,,,,,,,2119.62
4/11/2020,,,,,,,,,,,,,2119.89
4/12/2020,,,,,,,,,,,,,2120.17
4/13/2020,,,,,,,,,644.47,1523.07,4188.85,2761.629883,2138.19
4/14/2020,,,,,,,,,646.6,1562.01,4340.37,2846.060059,2140.48
4/15/2020,,,,,,,,,618.51,1499.37,4163.39,2783.360107,2134.72
4/16/2020,,,,,,,,,607.77,1504.59,4154.96,2799.550049,2135.98
4/17/2020,,,,,,,,,641.61,1544.05,4329.14,2874.560059,2145.76
4/18/2020,,,,,,,,,,,,,2146.04
4/19/2020,,,,,,,,,,,,,2146.31
4/20/2020,,,,,,,,,629.05,1526.48,4279.02,2823.159912,2136.96
4/21/2020,,,,,,,,,608.9,1478.03,4175.74,2736.560059,2120.02
4/22/2020,,,,,,,,,615.54,1519.12,4192.49,2799.310059,2121.36
4/23/2020,,,,,,,,,612.89,1528,4226.79,2797.800049,2120.61
4/24/2020,,,,,,,,,621.56,1566.58,4346.57,2836.73999,2117.15
4/25/2020,,,,,,,,,,,,,2117.42
4/26/2020,,,,,,,,,,,,,2117.69
4/27/2020,,,,,,,,,644.07,1613.01,4577.01,2878.47998,2109.85
4/28/2020,,,,,,,,,649.97,1640.26,4635.32,2863.389893,2107.86
4/29/2020,,,,,,,,,669.63,1722.95,4786.35,2939.51001,2112.22
4/30/2020,,,,,,,,,651.7,1658.04,4623,2912.429932,2115.57
5/1/2020,,,,,,,,,,,,2830.709961,2111.5
5/2/2020,,,,,,,,,,,,,2111.78
5/3/2020,,,,,,,,,,,,,2112.05
5/4/2020,,,,,,,,,,,,2842.73999,2105.04
5/5/2020,,,,,,,,,,,,2868.439941,2111.57
5/6/2020,,,,,,,,,,,,2848.419922,2113.56
5/7/2020,,,,,,,,,,,,2881.189941,2120.04
5/8/2020,,,,,,,,,,,,2929.800049,2127.73
5/9/2020,,,,,,,,,,,,,2127.99
5/10/2020,,,,,,,,,,,,,2128.25
5/11/2020,,,,,,,,,,,,2930.189941,2130.52
5/12/2020,,,,,,,,,,,,2870.120117,2135.96
5/13/2020,,,,,,,,,,,,2820,2135.33
5/14/2020,,,,,,,,,,,,2852.5,2127.73
5/15/2020,,,,,,,,,,,,2863.699951,2124.19
5/16/2020,,,,,,,,,,,,,2124.45
5/17/2020,,,,,,,,,,,,,2124.72
5/18/2020,,,,,,,,,,,,2953.909912,2132.2
5/19/2020,,,,,,,,,,,,2922.939941,2136.62
5/20/2020,,,,,,,,,,,,2971.610107,2142.01
5/21/2020,,,,,,,,,,,,2948.51001,2147.52
5/22/2020,,,,,,,,,,,,2955.449951,2150.1
5/23/2020,,,,,,,,,,,,,2150.36
5/24/2020,,,,,,,,,,,,,2150.62
5/25/2020,,,,,,,,,,,,,2150.88
5/26/2020,,,,,,,,,,,,2991.77002,2161.48
5/27/2020,,,,,,,,,,,,3036.129883,2173.11
5/28/2020,,,,,,,,,,,,3029.72998,2184.21
5/29/2020,,,,,,,,,,,,3044.310059,2187.55
5/30/2020,,,,,,,,,,,,,2187.81
5/31/2020,,,,,,,,,,,,,2188.07
6/1/2020,,,,,,,,,,,,3055.72998,2190.1
6/2/2020,,,,,,,,,,,,3080.820068,2194.54
6/3/2020,,,,,,,,,,,,3122.870117,2202.42
6/4/2020,,,,,,,,,,,,3112.350098,2210.1
6/5/2020,,,,,,,,,,,,3193.929932,2222.61
6/6/2020,,,,,,,,,,,,,2222.87
6/7/2020,,,,,,,,,,,,,2223.13
6/8/2020,,,,,,,,,,,,3232.389893,2231.09
6/9/2020,,,,,,,,,,,,3207.179932,2234.93
6/10/2020,,,,,,,,,,,,3190.139893,2236.8
6/11/2020,,,,,,,,,,,,3002.100098,2220.17
6/12/2020,,,,,,,,,,,,3041.310059,2218.74
6/13/2020,,,,,,,,,,,,,2219
6/14/2020,,,,,,,,,,,,,2219.26
6/15/2020,,,,,,,,,,,,3066.590088,2209.01
6/16/2020,,,,,,,,,,,,3124.73999,2220.17
6/17/2020,,,,,,,,,,,,3113.48999,2224.02
6/18/2020,,,,,,,,,,,,3115.340088,2222.03
6/19/2020,,,,,,,,,,,,3097.73999,2223.94
6/20/2020,,,,,,,,,,,,,2224.2
6/21/2020,,,,,,,,,,,,,2224.45
6/22/2020,,,,,,,,,,,,3117.860107,2222.48
6/23/2020,,,,,,,,,,,,3131.290039,2223.11
6/24/2020,,,,,,,,,,,,3050.330078,2214.27
6/25/2020,,,,,,,,,,,,3083.76001,2202.19
6/26/2020,,,,,,,,,,,,3009.050049,2191.75
6/27/2020,,,,,,,,,,,,,2192
6/28/2020,,,,,,,,,,,,,2192.26
6/29/2020,,,,,,,,,,,,3053.23999,2183.47
6/30/2020,,,,,,,,,,,,3100.290039,2183.77
7/1/2020,,,,,,,,,,,,3115.860107,2187.92
7/2/2020,,,,,,,,,,,,3130.01001,2192.78
7/3/2020,,,,,,,,,,,,,2193.06
7/4/2020,,,,,,,,,,,,,2193.31
7/5/2020,,,,,,,,,,,,,2193.56
7/6/2020,,,,,,,,,,,,3179.719971,2202.13
7/7/2020,,,,,,,,,,,,3145.320068,2202.73
7/8/2020,,,,,,,,,,,,3169.939941,2203.3
7/9/2020,,,,,,,,,,,,3152.050049,2202.53
7/10/2020,,,,,,,,,,,,3185.040039,2202.13
7/11/2020,,,,,,,,,,,,,2202.38
7/12/2020,,,,,,,,,,,,,2202.63
7/13/2020,,,,,,,,,,,,,2205.76
7/14/2020,,,,,,,,,,,,,2206.14
7/15/2020,,,,,,,,,,,,,2212.35
7/16/2020,,,,,,,,,,,,,2214.36
7/17/2020,,,,,,,,,,,,,2219.18
7/18/2020,,,,,,,,,,,,,2219.42
7/19/2020,,,,,,,,,,,,,2219.67
7/20/2020,,,,,,,,,,,,,2224.5
7/21/2020,,,,,,,,,,,,,2230.79
7/22/2020,,,,,,,,,,,,,2234.62
